Date,UNRATE
2008-03-27,4.993515987322337
2008-03-28,4.992733812518433
2008-03-31,4.996195341972475
2008-04-01,4.999526635687884
2008-04-02,5.004052104941591
2008-04-03,5.009741539233679
2008-04-04,5.016533695978084
2008-04-07,5.042913704552896
2008-04-08,5.053503954734278
2008-04-09,5.064890529181837
2008-04-10,5.077012148258347
2008-04-11,5.089807532326576
2008-04-14,5.131623478109329
2008-04-15,5.146501125772173
2008-04-16,5.161746140240602
2008-04-17,5.177297241877388
2008-04-18,5.193093151045304
2008-04-21,5.241336927363566
2008-04-22,5.257499270283729
2008-04-23,5.273600022548885
2008-04-24,5.289577904521806
2008-04-25,5.3053716365652654
2008-04-28,5.351035136746608
2008-04-29,5.365479472699947
2008-04-30,5.379433260537688
2008-05-01,5.392835220622603
2008-05-02,5.405625330014834
2008-05-05,5.44027887249836
2008-05-06,5.450667770062564
2008-05-07,5.460515053021554
2008-05-08,5.469844437591292
2008-05-09,5.478679639987742
2008-05-12,5.502457316296985
2008-05-13,5.509552952159903
2008-05-14,5.516272986929343
2008-05-15,5.52264113682127
2008-05-16,5.5286811180516455
2008-05-19,5.545069211933083
2008-05-20,5.550033680676875
2008-05-21,5.554788561838927
2008-05-22,5.5593575716352
2008-05-23,5.56376442628166
2008-05-26,5.576249221481773
2008-05-27,5.580244617688599
2008-05-28,5.58419643982542
2008-05-29,5.588128404108201
2008-05-30,5.592064226752905
2008-06-02,5.604129472873617
2008-06-03,5.608300465072849
2008-06-04,5.612564266945994
2008-06-05,5.616929856852233
2008-06-06,5.6214062131507445
2008-06-09,5.635589663991706
2008-06-10,5.640598869451098
2008-06-11,5.64576373309866
2008-06-12,5.651093233293564
2008-06-13,5.656596348394992
2008-06-16,5.674237166730218
2008-06-17,5.680524525049535
2008-06-18,5.687030390071273
2008-06-19,5.693763740154607
2008-06-20,5.700733553658717
2008-06-23,5.723151558287497
2008-06-24,5.731157009066502
2008-06-25,5.739443815062178
2008-06-26,5.748020954633708
2008-06-27,5.756897406140262
2008-06-30,5.785412415861885
2008-07-01,5.795575898700343
2008-07-02,5.806082086424801
2008-07-03,5.816913641909107
2008-07-04,5.828032823170326
2008-07-07,5.862732643017717
2008-07-08,5.874618848788834
2008-07-09,5.886600941037982
2008-07-10,5.898640571905386
2008-07-11,5.910699393531272
2008-07-14,5.946607524362004
2008-07-15,5.958359630424021
2008-07-16,5.96993918794563
2008-07-17,5.981307849067052
2008-07-18,5.992427265928516
2008-07-21,6.02390657235534
2008-07-22,6.033645533579175
2008-07-23,6.042943511244157
2008-07-24,6.051762157490516
2008-07-25,6.060063124458471
2008-07-28,6.081476471094143
2008-07-29,6.08732324235071
2008-07-30,6.092460595029987
2008-07-31,6.096850181272198
2008-08-01,6.100453697271336
2008-08-04,6.106667379179453
2008-08-05,6.107393564728737
2008-08-06,6.10754603924852
2008-08-07,6.107184088647134
2008-08-08,6.106366998832904
2008-08-11,6.1017777531964255
2008-08-12,6.099732965614097
2008-08-13,6.097529468360562
2008-08-14,6.095226547344147
2008-08-15,6.092883488473183
2008-08-18,6.086206343816259
2008-08-19,6.084295592610366
2008-08-20,6.08264113309156
2008-08-21,6.081302251168168
2008-08-22,6.080338232748519
2008-08-25,6.080288217595296
2008-08-26,6.08141651227389
2008-08-27,6.083216099997863
2008-08-28,6.085746266675542
2008-08-29,6.089066298215258
2008-09-01,6.104352100666385
2008-09-02,6.111340843321604
2008-09-03,6.119229976668538
2008-09-04,6.12796967748396
2008-09-05,6.137510122544643
2008-09-08,6.170437690965966
2008-09-09,6.182682880775409
2008-09-10,6.195479698713963
2008-09-11,6.208778321558405
2008-09-12,6.222528926085508
2008-09-15,6.265994397530488
2008-09-16,6.281054696555943
2008-09-17,6.296317861147921
2008-09-18,6.31173406808318
2008-09-19,6.327253494138498
2008-09-22,6.373932854792521
2008-09-23,6.389366925095789
2008-09-24,6.404655098402981
2008-09-25,6.419747551490851
2008-09-26,6.434594461136181
2008-09-29,6.477163697184636
2008-09-30,6.490530200827514
2008-10-01,6.503402313416407
2008-10-02,6.515757771284579
2008-10-03,6.527624725700097
2008-10-06,6.560630548431606
2008-10-07,6.570879469237372
2008-10-08,6.580807876690913
2008-10-09,6.590449368812312
2008-10-10,6.599837543621649
2008-10-13,6.626818144378141
2008-10-14,6.635529030140078
2008-10-15,6.644154588690376
2008-10-16,6.65272841804912
2008-10-17,6.661284116236396
2008-10-20,6.687178403970222
2008-10-21,6.695997557672449
2008-10-22,6.704966570303624
2008-10-23,6.714119039883832
2008-10-24,6.72348856443316
2008-10-27,6.753235448096676
2008-10-28,6.76380917272331
2008-10-29,6.774767942419478
2008-10-30,6.786145355205269
2008-10-31,6.797975009100765
2008-11-03,6.836307597140482
2008-11-04,6.84997825131994
2008-11-05,6.864060935844231
2008-11-06,6.87853492723495
2008-11-07,6.893379502013692
2008-11-10,6.939929491894003
2008-11-11,6.9560491654407794
2008-11-12,6.972435804983549
2008-11-13,6.989068687043908
2008-11-14,7.005927088143448
2008-11-17,7.057648170893121
